id,name,address,url,code,latitude,longitude,description,phone,specials
80e49972-ba97-43fb-8c1b-b8da9327ccf1,Brunches,300 North Lake Blvd,https://order.toasttab.com/online/brunchescb,BRUNCHES2025,34.03694261,-77.89343785,"Breakfast, Lunch and Dinner Spot with mid day happy hour, roof top bar and ocean views.",(910) 707-0073,
818081a2-259b-42ed-8610-c3890862e26a,Puffy's Magic Dragon,304 North Lake Park Blvd,https://puffysmagicdragon.com/,PUFFYS2025,34.03730452,-77.89340103,Unique & delicious Asian Fusion and Hibachi  dishes artfully prepared,(910) 368-1032,
839d7247-0f80-46b0-9100-3c9d58cbbdc2,SeaWitch,227 Carolina Beach Ave North ,https://seawitchtikibar.com/,SEAWITCH2025,34.03589625,-77.89138706,"A restuarant and tiki bar offering  seafood, pasta, sandwiches and great coastal bar food.",(910) 707-0533,
8bc77742-8511-418e-ab84-f88fd4c7cbe7,Latello Gelato,11 Boardwalk Ave Suite 110,https://www.latellagelato.net/,LATELLO2025,34.03383377,-77.89201316,"A sweet spot on the Carolina Beach boardwalk. We make fresh, handmade gelato",(910) 636-3424,
9319380d-b89a-4e83-ba95-37e06b3ec8c2,Hurricane Alleys,5 Boardwalk,https://hurricanealleyscb.com/,HURRICANE2025,34.03302642,-77.89227713,Laid back and easy restaurant with a beautiful patio bar with an even better view.,(910) 707-0766,
98f0a019-f495-40d8-bd6a-1681d38b381d,Buzz's Roost,8 Pavillion Ave,https://www.facebook.com/BuzzsBeach/?_rdr,BUZZ2025,34.03358024,-77.89214043,"Seafood, Steaks Sandwiches right at the CB boardwalk",(910) 580-4773,
a0d7f246-c21e-4c0f-a20a-715d2f613de5,Sunny Daze Smokehouse,9 Pavillion Ave,https://www.sunnydazecb.com/,SUNNY2025,34.03369619,-77.89213303,BBQ from the Carolinas and more. Open 11 am to midnight 7 days a week with an incredible ocean view!,(910) 636-3111,
b7598319-8c7b-4792-b886-e6f58dbc080c,The Tropical,2 Carolina Beach Ave North,https://goingtropicalcb.com/,TROPICAL2025,34.0335576,-77.8925212,"Fresh bowls, homemade egg rolls, and frozen cocktails served up in Miami inspired CB boardwalk restaurant with glorious ocean views",(910) 707-0132,
db06aae1-8d24-4fda-aa2f-2b0b7536f8fd,Uncle Vinny's,1012 South Lake Park Boulevard,https://unclevinnyscb.com/,VINNYS2025,34.02462984,-77.89676127,Carolina Beach’s favorite local Italian Bar and Restaurant,(910) 458-2028,
dee65bd6-c9f6-42b9-87bf-68a9a130c93b,The Spot,1006 S Lake Park Blvd,https://www.thespotcb.com/,SPOT2025,34.02488177,-77.89665366,Restaurant driven bar where friends meet and make friends...,(910) 707-0990,
ec3e0d7a-173d-4a9e-8328-3293118fa07f,Jack Mackerel's,113 K Avenue,https://www.jackmacksgrill.com/,JACK2025,33.99832748,-77.90628424,"Seafood, steaks, burgers, and chicken prepared using the freshest, local, ingredients and Chef Anthony's Island touch.",(910) 458-7668,
f2c9a095-23bf-4e3b-b02c-bf6b06fc001c,Cherry Blossom Sushi,8 Pavillion Ave #7,https://www.facebook.com/profile.php?id=100085035986356,CHERRY2025,34.03359477,-77.89253346,Great Sushi made fast. Our sushi is never pre-made and is made with the freshest in ingredients.,(910) 636-3090,
f9f34f61-a5f2-46d3-a3e6-3fdb58d606de,Salt Fish,718 N Lake Ave,https://cbsaltfish.com/,SALT2025,34.0400678,-77.89489632,"Eclectic dishes inspired by the Caribbean, Polynesia, and all ports in-between using locally-sourced ingredients. Full selection of signature Tiki cocktails",,
